code,name,kana,market,industry,kana
3861,王子ホールディングス,オウジホールディングス,東証プライム,パルプ・紙,オウジホールディングス
3863,日本製紙,ニホンセイシ,東証プライム,パルプ・紙,ニホンセイシ
3864,三菱製紙,ミツビシセイシ,東証プライム,パルプ・紙,ミツビシセイシ
3865,北越コーポレーション,ホクエツコーポレーション,東証プライム,パルプ・紙,ホクエツコーポレーション
3877,中越パルプ工業,チュウエツパルプコウギョウ,東証プライム,パルプ・紙,チュウエツパルプコウギョウ
3880,大王製紙,ダイオウセイシ,東証プライム,パルプ・紙,ダイオウセイシ
3901,マークラインズ,マークラインズ,東証プライム,情報・通信業,マークラインズ
3902,メディカル・データ・ビジョン,メディカル・データ・ビジョン,東証プライム,情報・通信業,メディカル・データ・ビジョン
3903,ｇｕｍｉ,ｇｕｍｉ,東証プライム,情報・通信業,ｇｕｍｉ
3915,テラスカイ,テラスカイ,東証プライム,情報・通信業,テラスカイ
3916,デジタル・インフォメーション・テクノロジー,デジタル・インフォメーション・テクノロジー,東証プライム,情報・通信業,デジタル・インフォメーション・テクノロジー
3921,ネオジャパン,ネオジャパン,東証プライム,情報・通信業,ネオジャパン
3922,ＰＲ　ＴＩＭＥＳ,ＰＲ　ＴＩＭＥＳ,東証プライム,情報・通信業,ＰＲ　ＴＩＭＥＳ
3923,ラクス,ラクス,東証プライム,情報・通信業,ラクス
3924,ランドコンピュータ,ランドコンピュータ,東証プライム,情報・通信業,ランドコンピュータ
3925,ダブルスタンダード,ダブルスタンダード,東証プライム,情報・通信業,ダブルスタンダード
3926,オープンドア,オープンドア,東証プライム,情報・通信業,オープンドア
3932,アカツキ,アカツキ,東証プライム,情報・通信業,アカツキ
3939,カナミックネットワーク,カナミックネットワーク,東証プライム,情報・通信業,カナミックネットワーク
3941,レンゴー,レンゴー,東証プライム,パルプ・紙,レンゴー
3946,トーモク,トーモク,東証プライム,パルプ・紙,トーモク
3950,ザ・パック,ザ・パック,東証プライム,パルプ・紙,ザ・パック
3962,チェンジホールディングス,チェンジホールディングス,東証プライム,情報・通信業,チェンジホールディングス
3963,シンクロ・フード,シンクロ・フード,東証プライム,情報・通信業,シンクロ・フード
3964,オークネット,オークネット,東証プライム,情報・通信業,オークネット
3968,セグエグループ,セグエグループ,東証プライム,情報・通信業,セグエグループ
3983,オロ,オロ,東証プライム,情報・通信業,オロ
3984,ユーザーローカル,ユーザーローカル,東証プライム,情報・通信業,ユーザーローカル
3992,ニーズウェル,ニーズウェル,東証プライム,情報・通信業,ニーズウェル
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,東証プライム,情報・通信業,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ
3994,マネーフォワード,マネーフォワード,東証プライム,情報・通信業,マネーフォワード
4004,レゾナック・ホールディングス,レゾナック・ホールディングス,東証プライム,化学,レゾナック・ホールディングス
4005,住友化学,スミトモカガク,東証プライム,化学,スミトモカガク
4008,住友精化,スミトモセイカ,東証プライム,化学,スミトモセイカ
4021,日産化学,ニッサンカガク,東証プライム,化学,ニッサンカガク
4022,ラサ工業,ラサコウギョウ,東証プライム,化学,ラサコウギョウ
4023,クレハ,クレハ,東証プライム,化学,クレハ
4025,多木化学,タキカガク,東証プライム,化学,タキカガク
4027,テイカ,テイカ,東証プライム,化学,テイカ
4028,石原産業,イシハラサンギョウ,東証プライム,化学,イシハラサンギョウ
4041,日本曹達,ニホンソーダ,東証プライム,化学,ニホンソーダ
4042,東ソー,トウソー,東証プライム,化学,トウソー
4043,トクヤマ,トクヤマ,東証プライム,化学,トクヤマ
4044,セントラル硝子,セントラルガラス,東証プライム,化学,セントラルガラス
4045,東亞合成,トウアゴウセイ,東証プライム,化学,トウアゴウセイ
4046,大阪ソーダ,オオサカソーダ,東証プライム,化学,オオサカソーダ
4047,関東電化工業,カントウデンカコウギョウ,東証プライム,化学,カントウデンカコウギョウ
4051,ＧＭＯフィナンシャルゲート,ＧＭＯフィナンシャルゲート,東証プライム,情報・通信業,ＧＭＯフィナンシャルゲート
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,東証プライム,情報・通信業,Ｓｕｎ　Ａｓｔｅｒｉｓｋ
4061,デンカ,デンカ,東証プライム,化学,デンカ
4062,イビデン,イビデン,東証プライム,電気機器,イビデン
4063,信越化学工業,シンエツカガクコウギョウ,東証プライム,化学,シンエツカガクコウギョウ
4064,日本カーバイド工業,ニホンカーバイドコウギョウ,東証プライム,化学,ニホンカーバイドコウギョウ
4071,プラスアルファ・コンサルティング,プラスアルファ・コンサルティング,東証プライム,情報・通信業,プラスアルファ・コンサルティング
4072,電算システムホールディングス,デンサンシステムホールディングス,東証プライム,情報・通信業,デンサンシステムホールディングス
4078,堺化学工業,サカイカガクコウギョウ,東証プライム,化学,サカイカガクコウギョウ
4082,第一稀元素化学工業,ダイイチキゲンソカガクコウギョウ,東証プライム,化学,ダイイチキゲンソカガクコウギョウ
4088,エア・ウォーター,エア・ウォーター,東証プライム,化学,エア・ウォーター
4091,日本酸素ホールディングス,ニホンサンソホールディングス,東証プライム,化学,ニホンサンソホールディングス
4092,日本化学工業,ニホンカガクコウギョウ,東証プライム,化学,ニホンカガクコウギョウ
4095,日本パーカライジング,ニホンパーカライジング,東証プライム,化学,ニホンパーカライジング
4097,高圧ガス工業,コウアツガスコウギョウ,東証プライム,化学,コウアツガスコウギョウ
4099,四国化成ホールディングス,シコクカセイホールディングス,東証プライム,化学,シコクカセイホールディングス
409A,オリオンビール,オリオンビール,東証プライム,食料品,オリオンビール
4109,ステラ　ケミファ,ステラ　ケミファ,東証プライム,化学,ステラ　ケミファ
4112,保土谷化学工業,ホドガヤカガクコウギョウ,東証プライム,化学,ホドガヤカガクコウギョウ
4114,日本触媒,ニホンショクバイ,東証プライム,化学,ニホンショクバイ
4116,大日精化工業,ダイニチセイカコウギョウ,東証プライム,化学,ダイニチセイカコウギョウ
4118,カネカ,カネカ,東証プライム,化学,カネカ
4151,協和キリン,キョウワキリン,東証プライム,医薬品,キョウワキリン
417A,ブルーゾーンホールディングス,ブルーゾーンホールディングス,東証プライム,小売業,ブルーゾーンホールディングス
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,東証プライム,情報・通信業,Ａｐｐｉｅｒ　Ｇｒｏｕｐ
4182,三菱瓦斯化学,ミツビシガスカガク,東証プライム,化学,ミツビシガスカガク
4183,三井化学,ミツイカガク,東証プライム,化学,ミツイカガク
4186,東京応化工業,トウキョウオウカコウギョウ,東証プライム,化学,トウキョウオウカコウギョウ
4187,大阪有機化学工業,オオサカユウキカガクコウギョウ,東証プライム,化学,オオサカユウキカガクコウギョウ
4188,三菱ケミカルグループ,ミツビシケミカルグループ,東証プライム,化学,ミツビシケミカルグループ
4189,ＫＨネオケム,ＫＨネオケム,東証プライム,化学,ＫＨネオケム
4194,ビジョナル,ビジョナル,東証プライム,情報・通信業,ビジョナル
4202,ダイセル,ダイセル,東証プライム,化学,ダイセル
4203,住友ベークライト,スミトモベークライト,東証プライム,化学,スミトモベークライト
4204,積水化学工業,セキスイカガクコウギョウ,東証プライム,化学,セキスイカガクコウギョウ
4205,日本ゼオン,ニホンゼオン,東証プライム,化学,ニホンゼオン
4206,アイカ工業,アイカコウギョウ,東証プライム,化学,アイカコウギョウ
4208,ＵＢＥ,ＵＢＥ,東証プライム,化学,ＵＢＥ
4212,積水樹脂,セキスイジュシ,東証プライム,化学,セキスイジュシ
4216,旭有機材,アサヒユウキザイ,東証プライム,化学,アサヒユウキザイ
4218,ニチバン,ニチバン,東証プライム,化学,ニチバン
4220,リケンテクノス,リケンテクノス,東証プライム,化学,リケンテクノス
4221,大倉工業,オオクラコウギョウ,東証プライム,化学,オオクラコウギョウ
4228,積水化成品工業,セキスイカセイヒンコウギョウ,東証プライム,化学,セキスイカセイヒンコウギョウ
4229,群栄化学工業,グンエイカガクコウギョウ,東証プライム,化学,グンエイカガクコウギョウ
4246,ダイキョーニシカワ,ダイキョーニシカワ,東証プライム,化学,ダイキョーニシカワ
4249,森六,モリロク,東証プライム,化学,モリロク
4251,恵和,メグミワ,東証プライム,化学,メグミワ
4272,日本化薬,ニッポンカヤク,東証プライム,化学,ニッポンカヤク
4275,カーリット,カーリット,東証プライム,化学,カーリット
4290,プレステージ・インターナショナル,プレステージ・インターナショナル,東証プライム,サービス業,プレステージ・インターナショナル
429A,テクセンドフォトマスク,テクセンドフォトマスク,東証プライム,その他製品,テクセンドフォトマスク
4301,アミューズ,アミューズ,東証プライム,サービス業,アミューズ
4307,野村総合研究所,ノムラソウゴウケンキュウジョ,東証プライム,情報・通信業,ノムラソウゴウケンキュウジョ
4310,ドリームインキュベータ,ドリームインキュベータ,東証プライム,サービス業,ドリームインキュベータ
4318,クイック,クイック,東証プライム,サービス業,クイック
4323,日本システム技術,ニホンシステムギジュツ,東証プライム,情報・通信業,ニホンシステムギジュツ
4324,電通グループ,デンツウグループ,東証プライム,サービス業,デンツウグループ
4326,インテージホールディングス,インテージホールディングス,東証プライム,情報・通信業,インテージホールディングス
4331,テイクアンドギヴ・ニーズ,テイクアンドギヴ・ニーズ,東証プライム,サービス業,テイクアンドギヴ・ニーズ
4333,東邦システムサイエンス,トウホウシステムサイエンス,東証プライム,情報・通信業,トウホウシステムサイエンス
4337,ぴあ,ピア,東証プライム,サービス業,ピア
4343,イオンファンタジー,イオンファンタジー,東証プライム,サービス業,イオンファンタジー
4344,ソースネクスト,ソースネクスト,東証プライム,情報・通信業,ソースネクスト
4345,シーティーエス,シーティーエス,東証プライム,サービス業,シーティーエス
4362,日本精化,ニッポンセイカ,東証プライム,化学,ニッポンセイカ
4368,扶桑化学工業,フソウカガクコウギョウ,東証プライム,化学,フソウカガクコウギョウ
4369,トリケミカル研究所,トリケミカルケンキュウショ,東証プライム,化学,トリケミカルケンキュウショ
4373,シンプレクス・ホールディングス,シンプレクス・ホールディングス,東証プライム,情報・通信業,シンプレクス・ホールディングス
4384,ラクスル,ラクスル,東証プライム,情報・通信業,ラクスル
4385,メルカリ,メルカリ,東証プライム,情報・通信業,メルカリ
4390,ＩＰＳ,ＩＰＳ,東証プライム,情報・通信業,ＩＰＳ
4392,ＦＩＧ,ＦＩＧ,東証プライム,情報・通信業,ＦＩＧ
4396,システムサポートホールディングス,システムサポートホールディングス,東証プライム,情報・通信業,システムサポートホールディングス
4401,ＡＤＥＫＡ,ＡＤＥＫＡ,東証プライム,化学,ＡＤＥＫＡ
4403,日油,ニチユ,東証プライム,化学,ニチユ
4410,ハリマ化成グループ,ハリマカセイグループ,東証プライム,化学,ハリマカセイグループ
4413,ボードルア,ボードルア,東証プライム,情報・通信業,ボードルア
4432,ウイングアーク１ｓｔ,ウイングアーク１ｓｔ,東証プライム,情報・通信業,ウイングアーク１ｓｔ
4433,ヒト・コミュニケーションズ・ホールディングス,ヒト・コミュニケーションズ・ホールディングス,東証プライム,情報・通信業,ヒト・コミュニケーションズ・ホールディングス
4443,Ｓａｎｓａｎ,Ｓａｎｓａｎ,東証プライム,情報・通信業,Ｓａｎｓａｎ
4446,Ｌｉｎｋ－Ｕグループ,Ｌｉｎｋ－Ｕグループ,東証プライム,情報・通信業,Ｌｉｎｋ－Ｕグループ
4449,ギフティ,ギフティ,東証プライム,情報・通信業,ギフティ
4452,花王,カオウ,東証プライム,化学,カオウ
4461,第一工業製薬,ダイイチコウギョウセイヤク,東証プライム,化学,ダイイチコウギョウセイヤク
4462,石原ケミカル,イシハラケミカル,東証プライム,化学,イシハラケミカル
4471,三洋化成工業,サンヨウカセイコウギョウ,東証プライム,化学,サンヨウカセイコウギョウ
4480,メドレー,メドレー,東証プライム,情報・通信業,メドレー
4481,ベース,ベース,東証プライム,情報・通信業,ベース
4483,ＪＭＤＣ,ＪＭＤＣ,東証プライム,情報・通信業,ＪＭＤＣ
4502,武田薬品工業,タケダヤクヒンコウギョウ,東証プライム,医薬品,タケダヤクヒンコウギョウ
4503,アステラス製薬,アステラスセイヤク,東証プライム,医薬品,アステラスセイヤク
4506,住友ファーマ,スミトモファーマ,東証プライム,医薬品,スミトモファーマ
4507,塩野義製薬,シオノギセイヤク,東証プライム,医薬品,シオノギセイヤク
4516,日本新薬,ニホンシンヤク,東証プライム,医薬品,ニホンシンヤク
4519,中外製薬,チュウガイセイヤク,東証プライム,医薬品,チュウガイセイヤク
4521,科研製薬,カケンセイヤク,東証プライム,医薬品,カケンセイヤク
4523,エーザイ,エーザイ,東証プライム,医薬品,エーザイ
4526,理研ビタミン,リケンビタミン,東証プライム,食料品,リケンビタミン
4527,ロート製薬,ロートセイヤク,東証プライム,医薬品,ロートセイヤク
4528,小野薬品工業,オノヤクヒンコウギョウ,東証プライム,医薬品,オノヤクヒンコウギョウ
4530,久光製薬,ヒサミツセイヤク,東証プライム,医薬品,ヒサミツセイヤク
4534,持田製薬,モチダセイヤク,東証プライム,医薬品,モチダセイヤク
4536,参天製薬,サンテンセイヤク,東証プライム,医薬品,サンテンセイヤク
4538,扶桑薬品工業,フソウヤクヒンコウギョウ,東証プライム,医薬品,フソウヤクヒンコウギョウ
4540,ツムラ,ツムラ,東証プライム,医薬品,ツムラ
4543,テルモ,テルモ,東証プライム,精密機器,テルモ
4544,Ｈ．Ｕ．グループホールディングス,Ｈ．Ｕ．グループホールディングス,東証プライム,サービス業,Ｈ．Ｕ．グループホールディングス
4547,キッセイ薬品工業,キッセイヤクヒンコウギョウ,東証プライム,医薬品,キッセイヤクヒンコウギョウ
4548,生化学工業,セイカガクコウギョウ,東証プライム,医薬品,セイカガクコウギョウ
4549,栄研化学,エイケンカガク,東証プライム,医薬品,エイケンカガク
4552,ＪＣＲファーマ,ＪＣＲファーマ,東証プライム,医薬品,ＪＣＲファーマ
4553,東和薬品,トウワヤクヒン,東証プライム,医薬品,トウワヤクヒン
4554,富士製薬工業,フジセイヤクコウギョウ,東証プライム,医薬品,フジセイヤクコウギョウ
4559,ゼリア新薬工業,ゼリアシンヤクコウギョウ,東証プライム,医薬品,ゼリアシンヤクコウギョウ
4565,ネクセラファーマ,ネクセラファーマ,東証プライム,医薬品,ネクセラファーマ
4568,第一三共,ダイイチサンキョウ,東証プライム,医薬品,ダイイチサンキョウ
4569,杏林製薬,キョウリンセイヤク,東証プライム,医薬品,キョウリンセイヤク
4574,大幸薬品,ダイコウヤクヒン,東証プライム,医薬品,ダイコウヤクヒン
4577,ダイト,ダイト,東証プライム,医薬品,ダイト
4578,大塚ホールディングス,オオツカホールディングス,東証プライム,医薬品,オオツカホールディングス
4587,ペプチドリーム,ペプチドリーム,東証プライム,医薬品,ペプチドリーム
4611,大日本塗料,ダイニッポントリョウ,東証プライム,化学,ダイニッポントリョウ
4612,日本ペイントホールディングス,ニホンペイントホールディングス,東証プライム,化学,ニホンペイントホールディングス
4613,関西ペイント,カンサイペイント,東証プライム,化学,カンサイペイント
4617,中国塗料,チュウゴクトリョウ,東証プライム,化学,チュウゴクトリョウ
4626,太陽ホールディングス,タイヨウホールディングス,東証プライム,化学,タイヨウホールディングス
4631,ＤＩＣ,ＤＩＣ,東証プライム,化学,ＤＩＣ
4633,サカタインクス,サカタインクス,東証プライム,化学,サカタインクス
4634,ａｒｔｉｅｎｃｅ,ａｒｔｉｅｎｃｅ,東証プライム,化学,ａｒｔｉｅｎｃｅ
4641,アルプス技研,アルプスギケン,東証プライム,サービス業,アルプスギケン
4658,日本空調サービス,ニホンクウチョウサービス,東証プライム,サービス業,ニホンクウチョウサービス
4661,オリエンタルランド,オリエンタルランド,東証プライム,サービス業,オリエンタルランド
4662,フォーカスシステムズ,フォーカスシステムズ,東証プライム,情報・通信業,フォーカスシステムズ
4665,ダスキン,ダスキン,東証プライム,サービス業,ダスキン
4666,パーク２４,パーク２４,東証プライム,不動産業,パーク２４
4668,明光ネットワークジャパン,メイコウネットワークジャパン,東証プライム,サービス業,メイコウネットワークジャパン
4674,クレスコ,クレスコ,東証プライム,情報・通信業,クレスコ
4676,フジ・メディア・ホールディングス,フジ・メディア・ホールディングス,東証プライム,情報・通信業,フジ・メディア・ホールディングス
4680,ラウンドワン,ラウンドワン,東証プライム,サービス業,ラウンドワン
4681,リゾートトラスト,リゾートトラスト,東証プライム,サービス業,リゾートトラスト
4684,オービック,オービック,東証プライム,情報・通信業,オービック
4686,ジャストシステム,ジャストシステム,東証プライム,情報・通信業,ジャストシステム
4687,ＴＤＣソフト,ＴＤＣソフト,東証プライム,情報・通信業,ＴＤＣソフト
4689,ＬＩＮＥヤフー,ＬＩＮＥヤフー,東証プライム,情報・通信業,ＬＩＮＥヤフー
4694,ビー・エム・エル,ビー・エム・エル,東証プライム,サービス業,ビー・エム・エル
4704,トレンドマイクロ,トレンドマイクロ,東証プライム,情報・通信業,トレンドマイクロ
4709,ＩＤホールディングス,ＩＤホールディングス,東証プライム,情報・通信業,ＩＤホールディングス
4714,リソー教育グループ,リソーキョウイクグループ,東証プライム,サービス業,リソーキョウイクグループ
4718,早稲田アカデミー,ワセダアカデミー,東証プライム,サービス業,ワセダアカデミー
4719,アルファシステムズ,アルファシステムズ,東証プライム,情報・通信業,アルファシステムズ
471A,ＮＳグループ,ＮＳグループ,東証プライム,その他金融業,ＮＳグループ
4722,フューチャー,フューチャー,東証プライム,情報・通信業,フューチャー
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,東証プライム,情報・通信業,ＣＡＣ　Ｈｏｌｄｉｎｇｓ
4732,ユー・エス・エス,ユー・エス・エス,東証プライム,サービス業,ユー・エス・エス
4733,オービックビジネスコンサルタント,オービックビジネスコンサルタント,東証プライム,情報・通信業,オービックビジネスコンサルタント
4743,アイティフォー,アイティフォー,東証プライム,情報・通信業,アイティフォー
4751,サイバーエージェント,サイバーエージェント,東証プライム,サービス業,サイバーエージェント
4755,楽天グループ,ラクテングループ,東証プライム,サービス業,ラクテングループ
4763,クリーク・アンド・リバー社,クリーク・アンド・リバーシャ,東証プライム,サービス業,クリーク・アンド・リバーシャ
4765,ＳＢＩグローバルアセットマネジメント,ＳＢＩグローバルアセットマネジメント,東証プライム,サービス業,ＳＢＩグローバルアセットマネジメント
4768,大塚商会,オオツカショウカイ,東証プライム,情報・通信業,オオツカショウカイ
4776,サイボウズ,サイボウズ,東証プライム,情報・通信業,サイボウズ
4784,ＧＭＯインターネット,ＧＭＯインターネット,東証プライム,サービス業,ＧＭＯインターネット
4792,山田コンサルティンググループ,ヤマダコンサルティンググループ,東証プライム,サービス業,ヤマダコンサルティンググループ
4801,セントラルスポーツ,セントラルスポーツ,東証プライム,サービス業,セントラルスポーツ
4809,パラカ,パラカ,東証プライム,不動産業,パラカ
4812,電通総研,デンツウソウケン,東証プライム,情報・通信業,デンツウソウケン
4813,ＡＣＣＥＳＳ,ＡＣＣＥＳＳ,東証プライム,情報・通信業,ＡＣＣＥＳＳ
4819,デジタルガレージ,デジタルガレージ,東証プライム,情報・通信業,デジタルガレージ
4820,イーエムシステムズ,イーエムシステムズ,東証プライム,情報・通信業,イーエムシステムズ
4825,ウェザーニューズ,ウェザーニューズ,東証プライム,情報・通信業,ウェザーニューズ
4826,ＣＩＪ,ＣＩＪ,東証プライム,情報・通信業,ＣＩＪ
4828,ビジネスエンジニアリング,ビジネスエンジニアリング,東証プライム,情報・通信業,ビジネスエンジニアリング
4839,ＷＯＷＯＷ,ＷＯＷＯＷ,東証プライム,情報・通信業,ＷＯＷＯＷ
4845,スカラ,スカラ,東証プライム,情報・通信業,スカラ
4847,インテリジェント　ウェイブ,インテリジェント　ウェイブ,東証プライム,情報・通信業,インテリジェント　ウェイブ
4848,フルキャストホールディングス,フルキャストホールディングス,東証プライム,サービス業,フルキャストホールディングス
4849,エン,エン,東証プライム,サービス業,エン
4880,セルソース,セルソース,東証プライム,医薬品,セルソース
4886,あすか製薬ホールディングス,アスカセイヤクホールディングス,東証プライム,医薬品,アスカセイヤクホールディングス
4887,サワイグループホールディングス,サワイグループホールディングス,東証プライム,医薬品,サワイグループホールディングス
4901,富士フイルムホールディングス,フジフイルムホールディングス,東証プライム,化学,フジフイルムホールディングス
4902,コニカミノルタ,コニカミノルタ,東証プライム,電気機器,コニカミノルタ
4911,資生堂,シセイドウ,東証プライム,化学,シセイドウ
4912,ライオン,ライオン,東証プライム,化学,ライオン
4914,高砂香料工業,タカサゴコウリョウコウギョウ,東証プライム,化学,タカサゴコウリョウコウギョウ
4917,マンダム,マンダム,東証プライム,化学,マンダム
4919,ミルボン,ミルボン,東証プライム,化学,ミルボン
4922,コーセーホールディングス,コーセーホールディングス,東証プライム,化学,コーセーホールディングス
4923,コタ,コタ,東証プライム,化学,コタ
4927,ポーラ・オルビスホールディングス,ポーラ・オルビスホールディングス,東証プライム,化学,ポーラ・オルビスホールディングス
4928,ノエビアホールディングス,ノエビアホールディングス,東証プライム,化学,ノエビアホールディングス
4931,新日本製薬,シンニホンセイヤク,東証プライム,化学,シンニホンセイヤク
4933,Ｉ－ｎｅ,Ｉ－ｎｅ,東証プライム,化学,Ｉ－ｎｅ
4951,エステー,エステー,東証プライム,化学,エステー
4956,コニシ,コニシ,東証プライム,化学,コニシ
4958,長谷川香料,ハセガワコウリョウ,東証プライム,化学,ハセガワコウリョウ
4967,小林製薬,コバヤシセイヤク,東証プライム,化学,コバヤシセイヤク
4968,荒川化学工業,アラカワカガクコウギョウ,東証プライム,化学,アラカワカガクコウギョウ
4971,メック,メック,東証プライム,化学,メック
4973,日本高純度化学,ニホンコウジュンドカガク,東証プライム,化学,ニホンコウジュンドカガク
4974,タカラバイオ,タカラバイオ,東証プライム,化学,タカラバイオ
4975,ＪＣＵ,ＪＣＵ,東証プライム,化学,ＪＣＵ
4980,デクセリアルズ,デクセリアルズ,東証プライム,化学,デクセリアルズ
4985,アース製薬,アースセイヤク,東証プライム,化学,アースセイヤク
4996,クミアイ化学工業,クミアイカガクコウギョウ,東証プライム,化学,クミアイカガクコウギョウ
4997,日本農薬,ニホンノウヤク,東証プライム,化学,ニホンノウヤク
5011,ニチレキグループ,ニチレキグループ,東証プライム,石油・石炭製品,ニチレキグループ
5016,ＪＸ金属,ＪＸキンゾク,東証プライム,非鉄金属,ＪＸキンゾク
5019,出光興産,イデミツコウサン,東証プライム,石油・石炭製品,イデミツコウサン
5020,ＥＮＥＯＳホールディングス,ＥＮＥＯＳホールディングス,東証プライム,石油・石炭製品,ＥＮＥＯＳホールディングス
5021,コスモエネルギーホールディングス,コスモエネルギーホールディングス,東証プライム,石油・石炭製品,コスモエネルギーホールディングス
5032,ＡＮＹＣＯＬＯＲ,ＡＮＹＣＯＬＯＲ,東証プライム,情報・通信業,ＡＮＹＣＯＬＯＲ
5036,日本ビジネスシステムズ,ニホンビジネスシステムズ,東証プライム,情報・通信業,ニホンビジネスシステムズ
5074,テスホールディングス,テスホールディングス,東証プライム,建設業,テスホールディングス
5076,インフロニア・ホールディングス,インフロニア・ホールディングス,東証プライム,建設業,インフロニア・ホールディングス
50765,インフロニア・ホールディングス第１回社債型種類株式,インフロニア・ホールディングスダイ１カイシャサイガタシュルイカブシキ,東証プライム,建設業,インフロニア・ホールディングスダイ１カイシャサイガタシュルイカブシキ
5101,横浜ゴム,ヨコハマゴム,東証プライム,ゴム製品,ヨコハマゴム
5105,ＴＯＹＯ　ＴＩＲＥ,ＴＯＹＯ　ＴＩＲＥ,東証プライム,ゴム製品,ＴＯＹＯ　ＴＩＲＥ
5108,ブリヂストン,ブリヂストン,東証プライム,ゴム製品,ブリヂストン
5110,住友ゴム工業,スミトモゴムコウギョウ,東証プライム,ゴム製品,スミトモゴムコウギョウ
5121,藤倉コンポジット,フジクラコンポジット,東証プライム,ゴム製品,フジクラコンポジット
5122,オカモト,オカモト,東証プライム,ゴム製品,オカモト
5142,アキレス,アキレス,東証プライム,化学,アキレス
5185,フコク,フコク,東証プライム,ゴム製品,フコク
5186,ニッタ,ニッタ,東証プライム,ゴム製品,ニッタ
5192,三ツ星ベルト,ミツボシベルト,東証プライム,ゴム製品,ミツボシベルト
5195,バンドー化学,バンドーカガク,東証プライム,ゴム製品,バンドーカガク
5201,ＡＧＣ,ＡＧＣ,東証プライム,ガラス・土石製品,ＡＧＣ
5202,日本板硝子,ニホンイタガラス,東証プライム,ガラス・土石製品,ニホンイタガラス
5208,有沢製作所,アリサワセイサクショ,東証プライム,化学,アリサワセイサクショ
5214,日本電気硝子,ニホンデンキガラス,東証プライム,ガラス・土石製品,ニホンデンキガラス
5232,住友大阪セメント,スミトモオオサカセメント,東証プライム,ガラス・土石製品,スミトモオオサカセメント
5233,太平洋セメント,タイヘイヨウセメント,東証プライム,ガラス・土石製品,タイヘイヨウセメント
5261,リソルホールディングス,リソルホールディングス,東証プライム,サービス業,リソルホールディングス
5262,日本ヒューム,ニホンヒューム,東証プライム,ガラス・土石製品,ニホンヒューム
5269,日本コンクリート工業,ニホンコンクリートコウギョウ,東証プライム,ガラス・土石製品,ニホンコンクリートコウギョウ
5288,アジアパイルホールディングス,アジアパイルホールディングス,東証プライム,ガラス・土石製品,アジアパイルホールディングス
5301,東海カーボン,トウカイカーボン,東証プライム,ガラス・土石製品,トウカイカーボン
5302,日本カーボン,ニホンカーボン,東証プライム,ガラス・土石製品,ニホンカーボン
5310,東洋炭素,トウヨウタンソ,東証プライム,ガラス・土石製品,トウヨウタンソ
5331,ノリタケ,ノリタケ,東証プライム,ガラス・土石製品,ノリタケ
5332,ＴＯＴＯ,ＴＯＴＯ,東証プライム,ガラス・土石製品,ＴＯＴＯ
5333,日本碍子,ニホンガイシ,東証プライム,ガラス・土石製品,ニホンガイシ
5334,日本特殊陶業,ニホントクシュトウギョウ,東証プライム,ガラス・土石製品,ニホントクシュトウギョウ
5344,ＭＡＲＵＷＡ,ＭＡＲＵＷＡ,東証プライム,ガラス・土石製品,ＭＡＲＵＷＡ
5351,品川リフラ,シナガワリフラ,東証プライム,ガラス・土石製品,シナガワリフラ
5352,黒崎播磨,クロサキハリマ,東証プライム,ガラス・土石製品,クロサキハリマ
5357,ヨータイ,ヨータイ,東証プライム,ガラス・土石製品,ヨータイ
5384,フジミインコーポレーテッド,フジミインコーポレーテッド,東証プライム,ガラス・土石製品,フジミインコーポレーテッド
5393,ニチアス,ニチアス,東証プライム,ガラス・土石製品,ニチアス
5401,日本製鉄,ニホンセイテツ,東証プライム,鉄鋼,ニホンセイテツ
5406,神戸製鋼所,コウベセイコウショ,東証プライム,鉄鋼,コウベセイコウショ
5408,中山製鋼所,ナカヤマセイコウショ,東証プライム,鉄鋼,ナカヤマセイコウショ
5410,合同製鐵,ゴウドウセイテツ,東証プライム,鉄鋼,ゴウドウセイテツ
5411,ＪＦＥホールディングス,ＪＦＥホールディングス,東証プライム,鉄鋼,ＪＦＥホールディングス
5423,東京製鐵,トウキョウセイテツ,東証プライム,鉄鋼,トウキョウセイテツ
5440,共英製鋼,キョウエイセイコウ,東証プライム,鉄鋼,キョウエイセイコウ
5444,大和工業,ヤマトコウギョウ,東証プライム,鉄鋼,ヤマトコウギョウ
5445,東京鐵鋼,トウキョウテッコウ,東証プライム,鉄鋼,トウキョウテッコウ
5451,ヨドコウ,ヨドコウ,東証プライム,鉄鋼,ヨドコウ
5461,中部鋼鈑,チュウブコウハン,東証プライム,鉄鋼,チュウブコウハン
5463,丸一鋼管,マルイチコウカン,東証プライム,鉄鋼,マルイチコウカン
5471,大同特殊鋼,ダイドウトクシュコウ,東証プライム,鉄鋼,ダイドウトクシュコウ
