code,name,kana,market,industry,kana
6184,鎌倉新書,カマクラシンショ,東証プライム,サービス業,カマクラシンショ
6191,エアトリ,エアトリ,東証プライム,サービス業,エアトリ
6194,アトラエ,アトラエ,東証プライム,サービス業,アトラエ
6196,ストライク,ストライク,東証プライム,サービス業,ストライク
6197,ソラスト,ソラスト,東証プライム,サービス業,ソラスト
6200,インソース,インソース,東証プライム,サービス業,インソース
6201,豊田自動織機,トヨタジドウショッキ,東証プライム,輸送用機器,トヨタジドウショッキ
6209,リケンＮＰＲ,リケンＮＰＲ,東証プライム,機械,リケンＮＰＲ
6222,島精機製作所,シマセイキセイサクショ,東証プライム,機械,シマセイキセイサクショ
6235,オプトラン,オプトラン,東証プライム,機械,オプトラン
6237,イワキポンプ,イワキポンプ,東証プライム,機械,イワキポンプ
6238,フリュー,フリュー,東証プライム,機械,フリュー
6240,ヤマシンフィルタ,ヤマシンフィルタ,東証プライム,機械,ヤマシンフィルタ
6247,日阪製作所,ヒサカセイサクショ,東証プライム,機械,ヒサカセイサクショ
6250,やまびこ,ヤマビコ,東証プライム,機械,ヤマビコ
6254,野村マイクロ・サイエンス,ノムラマイクロ・サイエンス,東証プライム,機械,ノムラマイクロ・サイエンス
6258,平田機工,ヒラタキコウ,東証プライム,機械,ヒラタキコウ
6264,マルマエ,マルマエ,東証プライム,機械,マルマエ
6266,タツモ,タツモ,東証プライム,機械,タツモ
6268,ナブテスコ,ナブテスコ,東証プライム,機械,ナブテスコ
6269,三井海洋開発,ミツイカイヨウカイハツ,東証プライム,機械,ミツイカイヨウカイハツ
6272,レオン自動機,レオンジドウキ,東証プライム,機械,レオンジドウキ
6273,ＳＭＣ,ＳＭＣ,東証プライム,機械,ＳＭＣ
6277,ホソカワミクロン,ホソカワミクロン,東証プライム,機械,ホソカワミクロン
6278,ユニオンツール,ユニオンツール,東証プライム,機械,ユニオンツール
6279,瑞光,ズイコウ,東証プライム,機械,ズイコウ
6282,オイレス工業,オイレスコウギョウ,東証プライム,機械,オイレスコウギョウ
6284,日精エー・エス・ビー機械,ニッセイエー・エス・ビーキカイ,東証プライム,機械,ニッセイエー・エス・ビーキカイ
6287,サトー,サトー,東証プライム,機械,サトー
6289,技研製作所,ギケンセイサクショ,東証プライム,機械,ギケンセイサクショ
6293,日精樹脂工業,ニッセイジュシコウギョウ,東証プライム,機械,ニッセイジュシコウギョウ
6294,オカダアイヨン,オカダアイヨン,東証プライム,機械,オカダアイヨン
6298,ワイエイシイホールディングス,ワイエイシイホールディングス,東証プライム,機械,ワイエイシイホールディングス
6301,小松製作所,コマツセイサクショ,東証プライム,機械,コマツセイサクショ
6302,住友重機械工業,スミトモジュウキカイコウギョウ,東証プライム,機械,スミトモジュウキカイコウギョウ
6305,日立建機,ヒタチケンキ,東証プライム,機械,ヒタチケンキ
6306,日工,ニッコウ,東証プライム,機械,ニッコウ
6309,巴工業,トモエコウギョウ,東証プライム,機械,トモエコウギョウ
6310,井関農機,イセキノウキ,東証プライム,機械,イセキノウキ
6315,ＴＯＷＡ,ＴＯＷＡ,東証プライム,機械,ＴＯＷＡ
6323,ローツェ,ローツェ,東証プライム,機械,ローツェ
6324,ハーモニック・ドライブ・システムズ,ハーモニック・ドライブ・システムズ,東証プライム,機械,ハーモニック・ドライブ・システムズ
6326,クボタ,クボタ,東証プライム,機械,クボタ
6328,荏原実業,エバラジツギョウ,東証プライム,機械,エバラジツギョウ
6330,東洋エンジニアリング,トウヨウエンジニアリング,東証プライム,建設業,トウヨウエンジニアリング
6331,三菱化工機,ミツビシカコウキ,東証プライム,機械,ミツビシカコウキ
6332,月島ホールディングス,ツキシマホールディングス,東証プライム,機械,ツキシマホールディングス
6333,帝国電機製作所,テイコクデンキセイサクショ,東証プライム,機械,テイコクデンキセイサクショ
6339,新東工業,シントウコウギョウ,東証プライム,機械,シントウコウギョウ
6340,澁谷工業,シブヤコウギョウ,東証プライム,機械,シブヤコウギョウ
6345,アイチ　コーポレーション,アイチ　コーポレーション,東証プライム,機械,アイチ　コーポレーション
6349,小森コーポレーション,コモリコーポレーション,東証プライム,機械,コモリコーポレーション
6351,鶴見製作所,ツルミセイサクショ,東証プライム,機械,ツルミセイサクショ
6358,酒井重工業,サカイジュウコウギョウ,東証プライム,機械,サカイジュウコウギョウ
6361,荏原製作所,エバラセイサクショ,東証プライム,機械,エバラセイサクショ
6363,酉島製作所,トリシマセイサクショ,東証プライム,機械,トリシマセイサクショ
6364,ＡＩＲＭＡＮ,ＡＩＲＭＡＮ,東証プライム,機械,ＡＩＲＭＡＮ
6367,ダイキン工業,ダイキンコウギョウ,東証プライム,機械,ダイキンコウギョウ
6368,オルガノ,オルガノ,東証プライム,機械,オルガノ
6369,トーヨーカネツ,トーヨーカネツ,東証プライム,機械,トーヨーカネツ
6370,栗田工業,クリタコウギョウ,東証プライム,機械,クリタコウギョウ
6371,椿本チエイン,ツバキモトチエイン,東証プライム,機械,ツバキモトチエイン
6376,日機装,ニッキソウ,東証プライム,精密機器,ニッキソウ
6379,レイズネクスト,レイズネクスト,東証プライム,建設業,レイズネクスト
6381,アネスト岩田,アネストイワタ,東証プライム,機械,アネストイワタ
6383,ダイフク,ダイフク,東証プライム,機械,ダイフク
6387,サムコ,サムコ,東証プライム,機械,サムコ
6390,加藤製作所,カトウセイサクショ,東証プライム,機械,カトウセイサクショ
6395,タダノ,タダノ,東証プライム,機械,タダノ
6406,フジテック,フジテック,東証プライム,機械,フジテック
6407,ＣＫＤ,ＣＫＤ,東証プライム,機械,ＣＫＤ
6412,平和,ヘイワ,東証プライム,機械,ヘイワ
6413,理想科学工業,リソウカガクコウギョウ,東証プライム,機械,リソウカガクコウギョウ
6417,ＳＡＮＫＹＯ,ＳＡＮＫＹＯ,東証プライム,機械,ＳＡＮＫＹＯ
6418,日本金銭機械,ニホンキンセンキカイ,東証プライム,機械,ニホンキンセンキカイ
6419,マースグループホールディングス,マースグループホールディングス,東証プライム,機械,マースグループホールディングス
6420,ガリレイ,ガリレイ,東証プライム,機械,ガリレイ
6430,ダイコク電機,ダイコクデンキ,東証プライム,機械,ダイコクデンキ
6432,竹内製作所,タケウチセイサクショ,東証プライム,機械,タケウチセイサクショ
6436,アマノ,アマノ,東証プライム,機械,アマノ
6440,ＪＵＫＩ,ＪＵＫＩ,東証プライム,機械,ＪＵＫＩ
6445,ジャノメ,ジャノメ,東証プライム,機械,ジャノメ
6448,ブラザー工業,ブラザーコウギョウ,東証プライム,電気機器,ブラザーコウギョウ
6454,マックス,マックス,東証プライム,機械,マックス
6455,モリタホールディングス,モリタホールディングス,東証プライム,輸送用機器,モリタホールディングス
6457,グローリー,グローリー,東証プライム,機械,グローリー
6458,新晃工業,シンコウコウギョウ,東証プライム,機械,シンコウコウギョウ
6459,大和冷機工業,ダイワレイキコウギョウ,東証プライム,機械,ダイワレイキコウギョウ
6460,セガサミーホールディングス,セガサミーホールディングス,東証プライム,機械,セガサミーホールディングス
6463,ＴＰＲ,ＴＰＲ,東証プライム,機械,ＴＰＲ
6464,ツバキ・ナカシマ,ツバキ・ナカシマ,東証プライム,機械,ツバキ・ナカシマ
6465,ホシザキ,ホシザキ,東証プライム,機械,ホシザキ
6471,日本精工,ニッポンセイコウ,東証プライム,機械,ニッポンセイコウ
6472,ＮＴＮ,ＮＴＮ,東証プライム,機械,ＮＴＮ
6473,ジェイテクト,ジェイテクト,東証プライム,機械,ジェイテクト
6474,不二越,フジコシ,東証プライム,機械,フジコシ
6479,ミネベアミツミ,ミネベアミツミ,東証プライム,電気機器,ミネベアミツミ
6480,日本トムソン,ニホントムソン,東証プライム,機械,ニホントムソン
6481,ＴＨＫ,ＴＨＫ,東証プライム,機械,ＴＨＫ
6486,イーグル工業,イーグルコウギョウ,東証プライム,機械,イーグルコウギョウ
6490,ＰＩＬＬＡＲ,ＰＩＬＬＡＲ,東証プライム,機械,ＰＩＬＬＡＲ
6498,キッツ,キッツ,東証プライム,機械,キッツ
6501,日立製作所,ヒタチセイサクショ,東証プライム,電気機器,ヒタチセイサクショ
6503,三菱電機,ミツビシデンキ,東証プライム,電気機器,ミツビシデンキ
6504,富士電機,フジデンキ,東証プライム,電気機器,フジデンキ
6506,安川電機,ヤスカワデンキ,東証プライム,電気機器,ヤスカワデンキ
6507,シンフォニアテクノロジー,シンフォニアテクノロジー,東証プライム,電気機器,シンフォニアテクノロジー
6508,明電舎,メイデンシャ,東証プライム,電気機器,メイデンシャ
6516,山洋電気,サンヨウデンキ,東証プライム,電気機器,サンヨウデンキ
6517,デンヨー,デンヨー,東証プライム,電気機器,デンヨー
6523,ＰＨＣホールディングス,ＰＨＣホールディングス,東証プライム,電気機器,ＰＨＣホールディングス
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,東証プライム,電気機器,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ
6526,ソシオネクスト,ソシオネクスト,東証プライム,電気機器,ソシオネクスト
6532,ベイカレント,ベイカレント,東証プライム,サービス業,ベイカレント
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,東証プライム,サービス業,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ
6535,アイモバイル,アイモバイル,東証プライム,サービス業,アイモバイル
6539,ＭＳ－Ｊａｐａｎ,ＭＳ－Ｊａｐａｎ,東証プライム,サービス業,ＭＳ－Ｊａｐａｎ
6544,ジャパンエレベーターサービスホールディングス,ジャパンエレベーターサービスホールディングス,東証プライム,サービス業,ジャパンエレベーターサービスホールディングス
6560,エル・ティー・エス,エル・ティー・エス,東証プライム,サービス業,エル・ティー・エス
6564,ミダックホールディングス,ミダックホールディングス,東証プライム,サービス業,ミダックホールディングス
6571,キュービーネットホールディングス,キュービーネットホールディングス,東証プライム,サービス業,キュービーネットホールディングス
6572,オープングループ,オープングループ,東証プライム,サービス業,オープングループ
6584,三櫻工業,サンオウコウギョウ,東証プライム,輸送用機器,サンオウコウギョウ
6586,マキタ,マキタ,東証プライム,機械,マキタ
6588,東芝テック,トウシバテック,東証プライム,電気機器,トウシバテック
6590,芝浦メカトロニクス,シバウラメカトロニクス,東証プライム,電気機器,シバウラメカトロニクス
6592,マブチモーター,マブチモーター,東証プライム,電気機器,マブチモーター
6594,ニデック,ニデック,東証プライム,電気機器,ニデック
6615,ユー・エム・シー・エレクトロニクス,ユー・エム・シー・エレクトロニクス,東証プライム,電気機器,ユー・エム・シー・エレクトロニクス
6616,トレックス・セミコンダクター,トレックス・セミコンダクター,東証プライム,電気機器,トレックス・セミコンダクター
6617,東光高岳,トウコウタカオカ,東証プライム,電気機器,トウコウタカオカ
6619,ダブル・スコープ,ダブル・スコープ,東証プライム,電気機器,ダブル・スコープ
6620,宮越ホールディングス,ミヤコシホールディングス,東証プライム,不動産業,ミヤコシホールディングス
6622,ダイヘン,ダイヘン,東証プライム,電気機器,ダイヘン
6630,ヤーマン,ヤーマン,東証プライム,電気機器,ヤーマン
6632,ＪＶＣケンウッド,ＪＶＣケンウッド,東証プライム,電気機器,ＪＶＣケンウッド
6638,ミマキエンジニアリング,ミマキエンジニアリング,東証プライム,電気機器,ミマキエンジニアリング
6644,大崎電気工業,オオサキデンキコウギョウ,東証プライム,電気機器,オオサキデンキコウギョウ
6645,オムロン,オムロン,東証プライム,電気機器,オムロン
6651,日東工業,ニットウコウギョウ,東証プライム,電気機器,ニットウコウギョウ
6652,ＩＤＥＣ,ＩＤＥＣ,東証プライム,電気機器,ＩＤＥＣ
6653,正興電機製作所,セイコウデンキセイサクショ,東証プライム,電気機器,セイコウデンキセイサクショ
6674,ジーエス・ユアサ　コーポレーション,ジーエス・ユアサ　コーポレーション,東証プライム,電気機器,ジーエス・ユアサ　コーポレーション
6699,ダイヤモンドエレクトリックホールディングス,ダイヤモンドエレクトリックホールディングス,東証プライム,電気機器,ダイヤモンドエレクトリックホールディングス
6701,日本電気,ニホンデンキ,東証プライム,電気機器,ニホンデンキ
6702,富士通,フジツウ,東証プライム,電気機器,フジツウ
6703,沖電気工業,オキデンキコウギョウ,東証プライム,電気機器,オキデンキコウギョウ
6706,電気興業,デンキコウギョウ,東証プライム,電気機器,デンキコウギョウ
6707,サンケン電気,サンケンデンキ,東証プライム,電気機器,サンケンデンキ
6718,アイホン,アイホン,東証プライム,電気機器,アイホン
6723,ルネサスエレクトロニクス,ルネサスエレクトロニクス,東証プライム,電気機器,ルネサスエレクトロニクス
6724,セイコーエプソン,セイコーエプソン,東証プライム,電気機器,セイコーエプソン
6727,ワコム,ワコム,東証プライム,電気機器,ワコム
6728,アルバック,アルバック,東証プライム,電気機器,アルバック
6737,ＥＩＺＯ,ＥＩＺＯ,東証プライム,電気機器,ＥＩＺＯ
6740,ジャパンディスプレイ,ジャパンディスプレイ,東証プライム,電気機器,ジャパンディスプレイ
6741,日本信号,ニホンシンゴウ,東証プライム,電気機器,ニホンシンゴウ
6742,京三製作所,キョウサンセイサクショ,東証プライム,電気機器,キョウサンセイサクショ
6744,能美防災,ノウミボウサイ,東証プライム,電気機器,ノウミボウサイ
6745,ホーチキ,ホーチキ,東証プライム,電気機器,ホーチキ
6750,エレコム,エレコム,東証プライム,電気機器,エレコム
6752,パナソニック　ホールディングス,パナソニック　ホールディングス,東証プライム,電気機器,パナソニック　ホールディングス
6753,シャープ,シャープ,東証プライム,電気機器,シャープ
6754,アンリツ,アンリツ,東証プライム,電気機器,アンリツ
6758,ソニーグループ,ソニーグループ,東証プライム,電気機器,ソニーグループ
6762,ＴＤＫ,ＴＤＫ,東証プライム,電気機器,ＴＤＫ
6763,帝国通信工業,テイコクツウシンコウギョウ,東証プライム,電気機器,テイコクツウシンコウギョウ
6768,タムラ製作所,タムラセイサクジョ,東証プライム,電気機器,タムラセイサクジョ
6770,アルプスアルパイン,アルプスアルパイン,東証プライム,電気機器,アルプスアルパイン
6779,日本電波工業,ニホンデンパコウギョウ,東証プライム,電気機器,ニホンデンパコウギョウ
6785,鈴木,スズキ,東証プライム,電気機器,スズキ
6787,メイコー,メイコー,東証プライム,電気機器,メイコー
6788,日本トリム,ニホントリム,東証プライム,電気機器,ニホントリム
6794,フォスター電機,フォスターデンキ,東証プライム,電気機器,フォスターデンキ
6798,ＳＭＫ,ＳＭＫ,東証プライム,電気機器,ＳＭＫ
6800,ヨコオ,ヨコオ,東証プライム,電気機器,ヨコオ
6804,ホシデン,ホシデン,東証プライム,電気機器,ホシデン
6806,ヒロセ電機,ヒロセデンキ,東証プライム,電気機器,ヒロセデンキ
6807,日本航空電子工業,ニホンコウクウデンシコウギョウ,東証プライム,電気機器,ニホンコウクウデンシコウギョウ
6809,ＴＯＡ,ＴＯＡ,東証プライム,電気機器,ＴＯＡ
6810,マクセル,マクセル,東証プライム,電気機器,マクセル
6814,古野電気,フルノデンキ,東証プライム,電気機器,フルノデンキ
6817,スミダコーポレーション,スミダコーポレーション,東証プライム,電気機器,スミダコーポレーション
6820,アイコム,アイコム,東証プライム,電気機器,アイコム
6823,リオン,リオン,東証プライム,電気機器,リオン
6841,横河電機,ヨコガワデンキ,東証プライム,電気機器,ヨコガワデンキ
6844,新電元工業,シンデンゲンコウギョウ,東証プライム,電気機器,シンデンゲンコウギョウ
6845,アズビル,アズビル,東証プライム,電気機器,アズビル
6849,日本光電工業,ニホンコウデンコウギョウ,東証プライム,電気機器,ニホンコウデンコウギョウ
6850,チノー,チノー,東証プライム,電気機器,チノー
6856,堀場製作所,ホリバセイサクショ,東証プライム,電気機器,ホリバセイサクショ
6857,アドバンテスト,アドバンテスト,東証プライム,電気機器,アドバンテスト
6859,エスペック,エスペック,東証プライム,電気機器,エスペック
6861,キーエンス,キーエンス,東証プライム,電気機器,キーエンス
6866,日置電機,ヒオキデンキ,東証プライム,電気機器,ヒオキデンキ
6869,シスメックス,シスメックス,東証プライム,電気機器,シスメックス
6871,日本マイクロニクス,ニホンマイクロニクス,東証プライム,電気機器,ニホンマイクロニクス
6875,メガチップス,メガチップス,東証プライム,電気機器,メガチップス
6902,デンソー,デンソー,東証プライム,輸送用機器,デンソー
6905,コーセル,コーセル,東証プライム,電気機器,コーセル
6908,イリソ電子工業,イリソデンシコウギョウ,東証プライム,電気機器,イリソデンシコウギョウ
6914,オプテックスグループ,オプテックスグループ,東証プライム,電気機器,オプテックスグループ
6920,レーザーテック,レーザーテック,東証プライム,電気機器,レーザーテック
6923,スタンレー電気,スタンレーデンキ,東証プライム,電気機器,スタンレーデンキ
6925,ウシオ電機,ウシオデンキ,東証プライム,電気機器,ウシオデンキ
6929,日本セラミック,ニホンセラミック,東証プライム,電気機器,ニホンセラミック
6941,山一電機,ヤマイチデンキ,東証プライム,電気機器,ヤマイチデンキ
6947,図研,ズケン,東証プライム,電気機器,ズケン
6951,日本電子,ニホンデンシ,東証プライム,電気機器,ニホンデンシ
6952,カシオ計算機,カシオケイサンキ,東証プライム,電気機器,カシオケイサンキ
6954,ファナック,ファナック,東証プライム,電気機器,ファナック
6958,日本シイエムケイ,ニホンシイエムケイ,東証プライム,電気機器,ニホンシイエムケイ
6961,エンプラス,エンプラス,東証プライム,電気機器,エンプラス
6962,大真空,ダイシンクウ,東証プライム,電気機器,ダイシンクウ
6963,ローム,ローム,東証プライム,電気機器,ローム
6965,浜松ホトニクス,ハママツホトニクス,東証プライム,電気機器,ハママツホトニクス
6966,三井ハイテック,ミツイハイテック,東証プライム,電気機器,ミツイハイテック
6971,京セラ,キョウセラ,東証プライム,電気機器,キョウセラ
6976,太陽誘電,タイヨウユウデン,東証プライム,電気機器,タイヨウユウデン
6981,村田製作所,ムラタセイサクショ,東証プライム,電気機器,ムラタセイサクショ
6986,双葉電子工業,フタバデンシコウギョウ,東証プライム,電気機器,フタバデンシコウギョウ
6988,日東電工,ニットウデンコウ,東証プライム,化学,ニットウデンコウ
6995,東海理化電機製作所,トウカイリカデンキセイサクショ,東証プライム,輸送用機器,トウカイリカデンキセイサクショ
6996,ニチコン,ニチコン,東証プライム,電気機器,ニチコン
6997,日本ケミコン,ニッポンケミコン,東証プライム,電気機器,ニッポンケミコン
6999,ＫＯＡ,ＫＯＡ,東証プライム,電気機器,ＫＯＡ
7003,三井Ｅ＆Ｓ,ミツイＥ＆Ｓ,東証プライム,機械,ミツイＥ＆Ｓ
7004,カナデビア,カナデビア,東証プライム,機械,カナデビア
7011,三菱重工業,ミツビシジュウコウギョウ,東証プライム,機械,ミツビシジュウコウギョウ
7012,川崎重工業,カワサキジュウコウギョウ,東証プライム,輸送用機器,カワサキジュウコウギョウ
7013,ＩＨＩ,ＩＨＩ,東証プライム,機械,ＩＨＩ
7033,マネジメントソリューションズ,マネジメントソリューションズ,東証プライム,サービス業,マネジメントソリューションズ
7034,プロレド・パートナーズ,プロレド・パートナーズ,東証プライム,サービス業,プロレド・パートナーズ
7038,フロンティア・マネジメント,フロンティア・マネジメント,東証プライム,サービス業,フロンティア・マネジメント
7059,コプロ・ホールディングス,コプロ・ホールディングス,東証プライム,サービス業,コプロ・ホールディングス
7071,アンビスホールディングス,アンビスホールディングス,東証プライム,サービス業,アンビスホールディングス
7085,カーブスホールディングス,カーブスホールディングス,東証プライム,サービス業,カーブスホールディングス
7088,フォーラムエンジニアリング,フォーラムエンジニアリング,東証プライム,サービス業,フォーラムエンジニアリング
7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,東証プライム,サービス業,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,東証プライム,サービス業,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ
7102,日本車輌製造,ニッポンシャリョウセイゾウ,東証プライム,輸送用機器,ニッポンシャリョウセイゾウ
7128,ユニソルホールディングス,ユニソルホールディングス,東証プライム,卸売業,ユニソルホールディングス
7130,ヤマエグループホールディングス,ヤマエグループホールディングス,東証プライム,卸売業,ヤマエグループホールディングス
7148,ＦＰＧ,ＦＰＧ,東証プライム,証券、商品先物取引業,ＦＰＧ
7157,ライフネット生命保険,ライフネットセイメイホケン,東証プライム,保険業,ライフネットセイメイホケン
7164,全国保証,ゼンコクホショウ,東証プライム,その他金融業,ゼンコクホショウ
7167,めぶきフィナンシャルグループ,メブキフィナンシャルグループ,東証プライム,銀行業,メブキフィナンシャルグループ
7172,ジャパンインベストメントアドバイザー,ジャパンインベストメントアドバイザー,東証プライム,証券、商品先物取引業,ジャパンインベストメントアドバイザー
7173,東京きらぼしフィナンシャルグループ,トウキョウキラボシフィナンシャルグループ,東証プライム,銀行業,トウキョウキラボシフィナンシャルグループ
7180,九州フィナンシャルグループ,キュウシュウフィナンシャルグループ,東証プライム,銀行業,キュウシュウフィナンシャルグループ
7181,かんぽ生命保険,カンポセイメイホケン,東証プライム,保険業,カンポセイメイホケン
7182,ゆうちょ銀行,ユウチョギンコウ,東証プライム,銀行業,ユウチョギンコウ
7184,富山第一銀行,トヤマダイイチギンコウ,東証プライム,銀行業,トヤマダイイチギンコウ
7186,横浜フィナンシャルグループ,ヨコハマフィナンシャルグループ,東証プライム,銀行業,ヨコハマフィナンシャルグループ
7187,ジェイリース,ジェイリース,東証プライム,その他金融業,ジェイリース
7189,西日本フィナンシャルホールディングス,ニシニホンフィナンシャルホールディングス,東証プライム,銀行業,ニシニホンフィナンシャルホールディングス
7198,ＳＢＩアルヒ,ＳＢＩアルヒ,東証プライム,その他金融業,ＳＢＩアルヒ
7199,プレミアグループ,プレミアグループ,東証プライム,その他金融業,プレミアグループ
7201,日産自動車,ニッサンジドウシャ,東証プライム,輸送用機器,ニッサンジドウシャ
7202,いすゞ自動車,イスゞジドウシャ,東証プライム,輸送用機器,イスゞジドウシャ
7203,トヨタ自動車,トヨタジドウシャ,東証プライム,輸送用機器,トヨタジドウシャ
7205,日野自動車,ヒノジドウシャ,東証プライム,輸送用機器,ヒノジドウシャ
7211,三菱自動車工業,ミツビシジドウシャコウギョウ,東証プライム,輸送用機器,ミツビシジドウシャコウギョウ
7220,武蔵精密工業,ムサシセイミツコウギョウ,東証プライム,輸送用機器,ムサシセイミツコウギョウ
7224,新明和工業,シンメイワコウギョウ,東証プライム,輸送用機器,シンメイワコウギョウ
7226,極東開発工業,キョクトウカイハツコウギョウ,東証プライム,輸送用機器,キョクトウカイハツコウギョウ
7231,トピー工業,トピーコウギョウ,東証プライム,輸送用機器,トピーコウギョウ
7236,ティラド,ティラド,東証プライム,輸送用機器,ティラド
7238,曙ブレーキ工業,アケボノブレーキコウギョウ,東証プライム,輸送用機器,アケボノブレーキコウギョウ
7239,タチエス,タチエス,東証プライム,輸送用機器,タチエス
7240,ＮＯＫ,ＮＯＫ,東証プライム,輸送用機器,ＮＯＫ
7241,フタバ産業,フタバサンギョウ,東証プライム,輸送用機器,フタバサンギョウ
7242,カヤバ,カヤバ,東証プライム,輸送用機器,カヤバ
7244,市光工業,イチコウコウギョウ,東証プライム,電気機器,イチコウコウギョウ
7245,大同メタル工業,ダイドウメタルコウギョウ,東証プライム,輸送用機器,ダイドウメタルコウギョウ
7246,プレス工業,プレスコウギョウ,東証プライム,輸送用機器,プレスコウギョウ
7250,太平洋工業,タイヘイヨウコウギョウ,東証プライム,輸送用機器,タイヘイヨウコウギョウ
7259,アイシン,アイシン,東証プライム,輸送用機器,アイシン
7261,マツダ,マツダ,東証プライム,輸送用機器,マツダ
7267,本田技研工業,ホンダギケンコウギョウ,東証プライム,輸送用機器,ホンダギケンコウギョウ
7269,スズキ,スズキ,東証プライム,輸送用機器,スズキ
7270,ＳＵＢＡＲＵ,ＳＵＢＡＲＵ,東証プライム,輸送用機器,ＳＵＢＡＲＵ
7272,ヤマハ発動機,ヤマハハツドウキ,東証プライム,輸送用機器,ヤマハハツドウキ
7276,小糸製作所,コイトセイサクショ,東証プライム,電気機器,コイトセイサクショ
7278,エクセディ,エクセディ,東証プライム,輸送用機器,エクセディ
7280,ミツバ,ミツバ,東証プライム,電気機器,ミツバ
7282,豊田合成,トヨダゴウセイ,東証プライム,輸送用機器,トヨダゴウセイ
7283,愛三工業,アイサンコウギョウ,東証プライム,輸送用機器,アイサンコウギョウ
7294,ヨロズ,ヨロズ,東証プライム,輸送用機器,ヨロズ
7296,エフ・シー・シー,エフ・シー・シー,東証プライム,輸送用機器,エフ・シー・シー
7309,シマノ,シマノ,東証プライム,輸送用機器,シマノ
7313,テイ・エス　テック,テイ・エス　テック,東証プライム,輸送用機器,テイ・エス　テック
7322,三十三フィナンシャルグループ,サンジュウサンフィナンシャルグループ,東証プライム,銀行業,サンジュウサンフィナンシャルグループ
7327,第四北越フィナンシャルグループ,ダイヨンホクエツフィナンシャルグループ,東証プライム,銀行業,ダイヨンホクエツフィナンシャルグループ
7337,ひろぎんホールディングス,ヒロギンホールディングス,東証プライム,銀行業,ヒロギンホールディングス
7347,マーキュリアホールディングス,マーキュリアホールディングス,東証プライム,証券、商品先物取引業,マーキュリアホールディングス
7350,おきなわフィナンシャルグループ,オキナワフィナンシャルグループ,東証プライム,銀行業,オキナワフィナンシャルグループ
7366,ＬＩＴＡＬＩＣＯ,ＬＩＴＡＬＩＣＯ,東証プライム,サービス業,ＬＩＴＡＬＩＣＯ
7380,十六フィナンシャルグループ,ジュウロクフィナンシャルグループ,東証プライム,銀行業,ジュウロクフィナンシャルグループ
7381,ＣＣＩグループ,ＣＣＩグループ,東証プライム,銀行業,ＣＣＩグループ
7383,ネットプロテクションズホールディングス,ネットプロテクションズホールディングス,東証プライム,その他金融業,ネットプロテクションズホールディングス
7384,プロクレアホールディングス,プロクレアホールディングス,東証プライム,銀行業,プロクレアホールディングス
7388,ＦＰパートナー,ＦＰパートナー,東証プライム,保険業,ＦＰパートナー
7389,あいちフィナンシャルグループ,アイチフィナンシャルグループ,東証プライム,銀行業,アイチフィナンシャルグループ
7414,小野建,オノケン,東証プライム,卸売業,オノケン
7419,ノジマ,ノジマ,東証プライム,小売業,ノジマ
7420,佐鳥電機,サトリデンキ,東証プライム,卸売業,サトリデンキ
7421,カッパ・クリエイト,カッパ・クリエイト,東証プライム,小売業,カッパ・クリエイト
7433,伯東,ハクトウ,東証プライム,卸売業,ハクトウ
7438,コンドーテック,コンドーテック,東証プライム,卸売業,コンドーテック
7447,ナガイレーベン,ナガイレーベン,東証プライム,卸売業,ナガイレーベン
7453,良品計画,リョウヒンケイカク,東証プライム,小売業,リョウヒンケイカク
7456,松田産業,マツダサンギョウ,東証プライム,卸売業,マツダサンギョウ
7458,第一興商,ダイイチコウショウ,東証プライム,卸売業,ダイイチコウショウ
7459,メディパルホールディングス,メディパルホールディングス,東証プライム,卸売業,メディパルホールディングス
7466,ＳＰＫ,ＳＰＫ,東証プライム,卸売業,ＳＰＫ
7467,萩原電気ホールディングス,ハギワラデンキホールディングス,東証プライム,卸売業,ハギワラデンキホールディングス
7475,アルビス,アルビス,東証プライム,小売業,アルビス
7476,アズワン,アズワン,東証プライム,卸売業,アズワン
7482,シモジマ,シモジマ,東証プライム,卸売業,シモジマ
7483,ドウシシャ,ドウシシャ,東証プライム,卸売業,ドウシシャ
7504,高速,コウソク,東証プライム,卸売業,コウソク
7508,Ｇ‐７ホールディングス,Ｇ‐７ホールディングス,東証プライム,小売業,Ｇ‐７ホールディングス
7510,たけびし,タケビシ,東証プライム,卸売業,タケビシ
7513,コジマ,コジマ,東証プライム,小売業,コジマ
7516,コーナン商事,コーナンショウジ,東証プライム,小売業,コーナンショウジ
